21/03/19,06:52:16,23.0,39.0
21/03/19,06:52:21,23.0,41.0
21/03/19,06:53:00,23.0,36.0
21/03/19,06:53:30,23.0,35.0
21/03/19,06:54:01,23.0,39.0
21/03/19,06:54:31,23.0,40.0
21/03/19,06:55:02,23.0,38.0
21/03/19,06:55:32,23.0,39.0
21/03/19,06:56:03,23.0,38.0
21/03/19,06:58:03,23.0,38.0
21/03/19,06:58:46,22.0,41.0
21/03/19,06:59:17,22.0,41.0
21/03/19,06:59:47,22.0,40.0
21/03/19,07:00:18,22.0,40.0
21/03/19,07:00:48,23.0,39.0
21/03/19,07:01:19,24.0,41.0
21/03/19,07:01:50,23.0,38.0
21/03/19,07:02:20,23.0,36.0
21/03/19,07:02:51,23.0,35.0
21/03/19,07:03:21,23.0,36.0
21/03/19,07:03:52,23.0,36.0
21/03/19,07:04:22,23.0,35.0
21/03/19,07:04:53,23.0,35.0
21/03/19,07:05:23,23.0,35.0
21/03/19,07:05:54,23.0,35.0
21/03/19,07:06:25,23.0,35.0
21/03/19,07:06:55,23.0,35.0
21/03/19,07:07:28,23.0,36.0
21/03/19,07:07:59,23.0,34.0
21/03/19,07:08:29,23.0,35.0
21/03/19,07:09:00,23.0,35.0
21/03/19,07:09:30,23.0,34.0
21/03/19,07:10:01,23.0,35.0
21/03/19,07:10:32,23.0,34.0
21/03/19,07:11:02,23.0,35.0
21/03/19,07:11:33,23.0,36.0
21/03/19,07:12:03,23.0,36.0
21/03/19,07:12:39,23.0,33.0
21/03/19,07:13:09,23.0,33.0
21/03/19,07:13:40,23.0,34.0
21/03/19,07:14:10,23.0,34.0
21/03/19,07:14:41,23.0,34.0
21/03/19,07:15:12,23.0,34.0
21/03/19,07:15:42,23.0,34.0
21/03/19,07:16:13,23.0,34.0
21/03/19,07:16:43,23.0,34.0
21/03/19,07:17:14,23.0,34.0
21/03/19,07:17:44,23.0,34.0
21/03/19,07:18:15,23.0,34.0
21/03/19,07:18:45,23.0,35.0
21/03/19,07:19:16,23.0,35.0
21/03/19,07:19:49,23.0,35.0
21/03/19,07:20:20,23.0,33.0
21/03/19,07:20:50,23.0,35.0
21/03/19,07:21:21,23.0,35.0
21/03/19,07:21:51,23.0,35.0
21/03/19,07:22:22,23.0,35.0
21/03/19,07:22:52,23.0,35.0
21/03/19,07:23:23,23.0,35.0
21/03/19,07:23:54,23.0,34.0
21/03/19,07:24:24,23.0,35.0
21/03/19,07:24:55,23.0,34.0
21/03/19,07:25:25,23.0,35.0
21/03/19,07:25:56,23.0,34.0
21/03/19,07:26:26,23.0,34.0
21/03/19,07:26:57,23.0,34.0
21/03/19,07:27:27,23.0,34.0
21/03/19,07:27:58,23.0,34.0
21/03/19,07:28:31,23.0,34.0
21/03/19,07:29:02,23.0,32.0
21/03/19,07:29:32,23.0,33.0
21/03/19,07:30:03,23.0,33.0
21/03/19,07:30:33,23.0,34.0
21/03/19,07:31:04,23.0,34.0
21/03/19,07:31:34,23.0,33.0
21/03/19,07:32:05,23.0,33.0
21/03/19,07:32:35,23.0,33.0
21/03/19,07:33:06,23.0,33.0
21/03/19,07:33:37,23.0,33.0
21/03/19,07:34:07,23.0,33.0
21/03/19,07:34:38,23.0,33.0
21/03/19,07:35:08,23.0,33.0
21/03/19,07:35:39,23.0,33.0
21/03/19,07:36:09,23.0,33.0
21/03/19,07:36:40,23.0,33.0
21/03/19,07:37:10,23.0,33.0
21/03/19,07:37:41,23.0,33.0
21/03/19,07:38:17,23.0,32.0
21/03/19,07:38:47,23.0,32.0
21/03/19,07:39:18,23.0,33.0
21/03/19,07:39:48,23.0,33.0
21/03/19,07:40:19,23.0,33.0
21/03/19,07:40:49,23.0,35.0
21/03/19,07:41:20,23.0,34.0
21/03/19,07:41:51,23.0,33.0
21/03/19,07:42:21,23.0,33.0
21/03/19,07:42:52,23.0,32.0
21/03/19,07:43:22,23.0,32.0
21/03/19,07:43:53,23.0,32.0
21/03/19,07:44:23,23.0,22.0
21/03/19,07:44:54,23.0,32.0
21/03/19,07:45:24,23.0,32.0
21/03/19,07:45:55,23.0,32.0
21/03/19,07:46:26,23.0,32.0
21/03/19,07:46:56,23.0,32.0
21/03/19,07:47:27,23.0,33.0
21/03/19,07:47:57,23.0,32.0
21/03/19,07:48:28,23.0,33.0
21/03/19,07:48:58,23.0,32.0
21/03/19,07:49:29,23.0,32.0
21/03/19,07:49:59,23.0,32.0
21/03/19,07:50:30,23.0,32.0
21/03/19,07:51:01,23.0,24.0
21/03/19,07:51:31,23.0,36.0
21/03/19,07:52:02,23.0,35.0
21/03/19,07:52:32,23.0,37.0
21/03/19,07:53:03,23.0,36.0
21/03/19,07:53:33,23.0,35.0
21/03/19,07:54:04,23.0,35.0
21/03/19,07:54:34,23.0,35.0
21/03/19,07:55:05,23.0,35.0
21/03/19,07:55:36,23.0,35.0
21/03/19,07:56:06,23.0,37.0
21/03/19,07:56:37,23.0,36.0
21/03/19,07:57:07,23.0,35.0
21/03/19,07:57:38,23.0,35.0
21/03/19,07:58:08,23.0,35.0
21/03/19,07:58:39,23.0,35.0
21/03/19,07:59:12,22.0,36.0
21/03/19,07:59:43,23.0,33.0
21/03/19,08:00:16,22.0,36.0
21/03/19,08:00:46,22.0,34.0
21/03/19,08:01:17,22.0,36.0
21/03/19,08:01:47,22.0,36.0
21/03/19,08:02:18,22.0,37.0
21/03/19,08:02:48,23.0,37.0
21/03/19,08:03:19,22.0,37.0
